skill_python,skill_javascript,skill_react,skill_nodejs,skill_mongodb,skill_design,skill_testing,skill_devops,skill_ml,skill_java,role_PM,role_Developer,role_Designer,role_QA,role_BusinessAnalyst,availability_overlap,team_size,avg_skill_level,skill_diversity,roles_covered,max_skill_gap,workload_balance_score,success_score
5,2,1,5,4,3,2,4,2,2,1,1,1,1,1,0.9936635201623334,5,3.0,9,5,2.438,1.613,81.88
5,2,1,5,3,1,4,4,2,1,1,0,1,1,0,0.9317816424685503,3,2.8,7,3,0.97,0.543,87.49
2,5,3,2,2,2,5,3,2,2,1,1,1,1,1,0.6630012878861085,5,2.8,10,5,2.476,1.702,100.0
4,4,4,4,4,2,3,3,2,1,1,1,1,1,1,0.4005422937818054,5,3.1,9,5,2.132,1.16,95.81
2,5,5,1,2,4,2,5,2,2,1,0,1,1,1,0.7880272626439283,6,3.0,9,4,0.527,0.329,100.0
2,3,5,2,2,5,2,2,2,2,0,1,1,1,1,0.9826879654050402,4,2.7,10,4,1.704,1.054,95.69
2,4,4,2,2,2,3,4,2,2,1,1,1,1,1,0.344189508303152,5,2.7,10,5,2.939,0.446,81.73
2,5,4,0,1,1,1,4,1,2,1,1,0,1,0,0.435744993634933,3,2.1,5,3,0.066,1.71,69.03
3,5,4,4,2,4,3,4,1,2,1,1,1,1,0,0.81972659935472,6,3.2,9,4,0.008,0.525,100.0
4,4,5,3,4,1,1,5,2,1,0,1,1,1,0,0.5894888366568783,3,3.0,7,3,0.87,0.657,87.21
3,1,0,5,4,4,3,2,2,2,1,1,0,0,1,0.5839995526903696,3,2.6,8,3,1.288,0.763,76.04
3,5,3,3,2,3,2,5,2,2,1,1,1,1,1,0.4457171895030676,5,3.0,10,5,1.078,1.772,90.41
1,2,1,2,2,3,4,4,2,2,0,1,1,1,0,0.7857278381530884,3,2.3,8,3,1.626,1.706,66.89
5,2,2,4,4,1,4,5,2,1,1,1,0,0,0,0.5645400152587912,6,3.0,8,2,0.762,0.834,82.05
1,4,4,2,2,2,2,5,1,1,1,1,1,0,0,0.7716184327127206,3,2.4,7,3,1.861,1.17,69.71
1,5,4,2,2,1,2,3,2,1,0,1,0,1,1,0.718894592185112,3,2.3,7,3,1.168,1.823,77.61
5,2,2,5,2,2,2,5,2,2,1,1,1,1,0,0.8043173817176592,4,2.9,10,4,1.922,0.258,86.45
4,2,2,4,3,3,2,4,1,2,1,1,1,1,1,0.5494922790748378,6,2.7,9,5,1.605,1.271,84.09
5,2,2,4,3,2,5,5,2,2,1,1,1,1,0,0.30512774633562073,4,3.2,10,4,2.912,0.95,86.91
5,4,4,4,3,3,2,5,2,2,1,1,1,1,1,0.5650047069169672,5,3.4,10,5,1.173,0.427,100.0
2,0,2,2,2,4,4,4,2,2,1,1,1,1,1,0.43308596333071125,5,2.4,9,5,2.858,1.692,63.11
3,3,5,5,4,4,3,2,1,1,1,1,1,0,1,0.9124289259964169,4,3.1,8,4,0.743,1.217,100.0
2,4,3,2,2,4,5,2,2,2,1,1,1,1,0,0.667582724571802,6,2.8,10,4,2.797,1.863,81.4
2,1,2,2,2,4,3,3,2,2,1,1,1,0,0,0.9263972784514583,3,2.3,9,3,0.785,0.822,79.48
1,2,2,1,1,3,3,1,2,2,0,1,0,1,1,0.6023887630664834,3,1.8,6,3,2.153,1.341,56.37
2,4,3,1,2,5,4,3,2,2,1,1,1,1,1,0.5365602636937765,6,2.8,9,5,0.999,0.268,100.0
3,2,2,4,2,2,2,5,1,1,1,1,1,0,0,0.8284480008702668,3,2.4,8,3,0.871,1.6,74.84
5,4,4,5,4,2,4,5,0,2,1,1,1,1,1,0.4686241442540251,5,3.5,9,5,2.963,0.883,98.9
3,5,4,4,4,4,2,4,2,1,1,1,1,0,1,0.7351534523676015,6,3.3,9,4,2.809,0.54,99.65
5,2,1,4,3,4,2,5,2,2,0,0,1,1,1,0.53308295872139,3,3.0,9,3,1.356,0.655,77.28
3,2,2,3,2,1,3,1,1,2,0,1,0,1,1,0.4979495518935734,3,2.0,7,3,2.507,0.525,55.99
1,3,3,1,2,4,5,2,2,2,1,1,1,1,0,0.40654165515387597,4,2.5,8,4,1.829,0.629,90.91
3,2,1,5,3,3,4,2,2,2,0,1,1,1,1,0.4103440538478654,6,2.7,9,4,2.745,0.123,69.18
5,2,1,5,4,2,2,5,2,2,1,1,1,1,1,0.820007139317825,5,3.0,9,5,2.025,0.489,86.18
4,2,2,4,3,2,2,5,2,2,1,1,0,1,0,0.42532717400102826,3,2.8,10,3,0.752,1.925,76.75
5,4,4,3,4,4,4,2,2,2,0,1,1,1,1,0.5963840533659073,6,3.4,10,4,2.741,1.557,96.91
5,5,4,4,4,2,2,3,2,2,1,1,0,1,1,0.38221675213806716,6,3.3,10,4,0.194,1.887,100.0
3,5,4,4,3,3,2,2,1,2,1,1,1,0,1,0.9918230362695979,4,2.9,9,4,1.484,1.43,96.52
2,3,3,1,1,5,2,3,2,2,1,0,1,1,1,0.43619418835071583,4,2.4,8,4,2.711,1.393,70.01
2,2,2,2,2,5,2,4,2,1,1,1,1,0,0,0.7198483225998022,3,2.4,9,3,1.433,0.582,76.75
2,4,4,1,2,2,4,5,2,2,1,1,1,1,1,0.8695403442846266,5,2.8,9,5,1.588,1.948,94.8
2,2,2,2,2,5,5,2,2,2,1,1,1,1,0,0.7859001262325978,4,2.6,10,4,0.919,0.064,95.74
2,2,2,2,2,5,4,3,2,2,1,1,1,1,1,0.6193645491387612,5,2.6,10,5,1.25,0.522,95.03
2,5,4,2,2,4,5,1,2,2,1,1,1,0,1,0.7124076697639352,4,2.9,9,4,2.161,0.095,100.0
5,4,4,4,4,4,2,5,2,2,1,0,1,1,1,0.3612405523537645,6,3.6,10,4,2.206,0.782,100.0
2,2,2,1,2,5,5,5,2,2,1,1,1,1,1,0.7614664202740538,5,2.8,9,5,1.96,0.975,99.9
4,2,2,4,3,3,2,5,2,2,1,1,1,0,1,0.6314930710973883,6,2.9,10,4,1.977,0.069,89.57
2,5,4,2,1,3,5,5,2,1,1,1,0,1,1,0.3718212053740982,6,3.0,8,4,0.273,0.363,100.0
5,2,2,3,2,5,2,3,2,2,1,1,0,1,1,0.5672306389634643,6,2.8,10,4,2.748,1.606,79.99
2,4,4,2,2,4,3,3,2,2,1,0,1,1,1,0.3689523495055825,4,2.8,10,4,0.705,1.759,90.85
3,2,2,5,4,5,3,2,1,2,1,1,1,1,0,0.6182613850751821,4,2.9,9,4,1.205,1.971,88.22
2,2,1,2,2,4,4,3,2,2,0,1,1,1,1,0.3196285518731979,6,2.4,9,4,1.335,0.24,80.97
3,1,1,5,4,1,4,3,2,0,1,0,1,1,0,0.641248601710525,3,2.4,6,3,2.005,0.008,63.3
2,3,3,2,2,5,3,2,2,2,1,1,0,1,0,0.9132746050594593,3,2.6,10,3,0.797,1.08,93.57
2,1,2,2,2,5,5,5,1,1,1,1,1,1,1,0.823217408811274,5,2.6,7,5,0.486,1.904,93.23
4,5,4,5,4,2,2,2,2,2,1,1,0,1,1,0.8767204126134136,4,3.2,10,4,0.347,0.344,100.0
2,5,5,2,2,3,3,4,2,2,1,1,1,1,1,0.7972050036809102,5,3.0,10,5,2.315,0.923,100.0
2,4,5,2,2,5,2,5,2,2,1,1,1,1,0,0.5376933673195342,6,3.1,10,4,1.938,0.947,90.92
2,5,4,2,2,2,2,3,2,2,0,1,1,0,1,0.9825636410886138,3,2.6,10,3,1.238,0.47,81.77
1,5,4,2,2,5,4,5,2,1,1,1,1,1,1,0.42206251807377027,5,3.1,8,5,2.611,0.182,88.54
3,1,2,5,4,2,3,4,1,2,0,1,0,1,1,0.7140941312725182,3,2.7,8,3,1.316,1.481,64.26
3,3,3,3,3,4,2,3,2,2,1,1,1,1,1,0.9747788891151963,5,2.8,10,5,0.445,1.995,100.0
1,4,5,2,2,2,4,5,1,2,1,1,1,1,1,0.9376350163474536,5,2.8,8,5,2.307,0.171,90.45
1,2,2,1,2,1,4,1,2,1,1,1,0,1,0,0.8814263872531825,3,1.7,5,3,1.499,1.882,66.37
4,3,4,3,4,2,2,2,2,2,0,1,1,1,1,0.41507783803093357,4,2.8,10,4,2.748,1.076,82.6
5,4,5,3,2,4,2,5,2,2,1,1,1,0,1,0.4412019910370831,6,3.4,10,4,1.88,0.574,100.0
4,2,2,4,4,2,3,4,2,2,1,1,0,1,1,0.5736835726823906,4,2.9,10,4,1.597,0.441,99.85
3,2,2,3,2,5,4,2,2,1,1,1,1,1,1,0.32894448780374574,5,2.6,9,5,0.004,0.032,100.0
3,2,2,4,2,5,5,4,2,2,1,0,1,1,1,0.626028319894107,4,3.1,10,4,1.298,1.754,91.31
2,1,2,1,2,5,4,2,2,2,1,1,1,0,0,0.8847010771795965,3,2.3,8,3,1.558,0.731,80.4
2,4,4,2,2,4,4,3,2,2,0,1,1,0,1,0.8994144561334199,6,2.9,10,3,0.347,0.505,97.2
3,4,5,5,3,5,2,2,2,2,1,1,1,1,1,0.31131771885085413,5,3.3,10,5,0.098,1.238,100.0
4,4,5,4,4,5,2,1,2,2,1,1,1,0,1,0.3271349816083795,4,3.3,9,4,0.618,0.055,100.0
4,5,3,5,4,3,4,4,2,2,0,1,0,1,1,0.6825932711494966,6,3.6,10,3,2.694,1.801,85.99
2,2,2,2,2,2,4,4,2,1,1,0,1,1,0,0.3853092546031694,3,2.3,9,3,1.14,0.346,75.32
4,1,2,4,3,2,1,4,2,2,0,1,0,1,1,0.3128995744714575,3,2.5,8,3,2.19,0.193,59.84
2,5,3,2,2,1,5,2,2,2,1,1,1,1,1,0.9017531962390981,5,2.6,9,5,0.626,0.336,100.0
2,1,2,0,1,1,5,2,2,1,1,1,0,0,1,0.9360843893046951,3,1.7,5,3,2.053,1.989,64.0
5,4,5,4,3,3,2,4,2,2,1,0,1,1,1,0.6973574065060846,6,3.4,10,4,0.406,0.066,100.0
3,5,5,3,4,4,5,4,2,2,0,1,1,1,1,0.47120448237790935,6,3.7,10,4,0.833,1.069,96.3
2,3,4,2,2,1,4,4,2,2,1,1,1,1,1,0.5817286232413676,5,2.6,9,5,0.941,1.836,85.21
2,2,0,2,1,2,4,4,2,2,0,0,1,1,1,0.9182291791517587,3,2.1,8,3,1.416,0.334,72.38
2,5,4,2,2,5,3,5,2,2,1,1,1,1,1,0.5530090576575528,5,3.2,10,5,1.666,1.691,100.0
2,2,1,2,2,4,5,4,2,2,1,1,1,1,1,0.47241921014579635,5,2.6,9,5,1.988,0.14,86.72
4,5,3,4,2,2,2,2,2,2,1,1,0,1,0,0.4874711951673228,3,2.8,10,3,2.364,1.101,85.02
3,2,2,4,4,2,1,5,2,2,1,1,1,1,1,0.7404615224956792,5,2.7,9,5,2.301,1.264,72.82
2,4,3,2,2,5,3,3,2,2,0,1,1,0,1,0.41237048086081785,6,2.8,10,3,0.312,1.413,92.75
2,3,4,2,2,5,4,5,2,2,1,1,0,0,1,0.8488949713588552,6,3.1,10,3,0.444,0.3,100.0
1,2,2,2,1,5,2,5,1,2,1,1,0,0,1,0.33050882209748444,3,2.3,7,3,0.102,1.806,66.19
3,5,5,4,2,5,2,2,2,2,1,1,1,1,1,0.7252702308873389,5,3.2,10,5,0.048,0.451,100.0
3,2,2,3,2,5,4,4,2,2,1,0,1,1,1,0.31452147127633967,6,2.9,10,4,0.756,0.213,94.7
2,5,5,2,1,1,1,1,2,2,1,1,0,1,0,0.30586534842409524,3,2.2,6,3,0.671,1.36,63.58
2,5,4,2,2,4,4,2,2,2,1,1,1,0,1,0.5256105718007785,6,2.9,10,4,1.55,1.086,100.0
4,5,3,4,4,5,2,2,2,2,1,1,1,1,1,0.4214510133425282,5,3.3,10,5,0.355,0.275,100.0
3,5,5,3,4,1,2,1,2,0,1,0,1,0,1,0.9704139066412594,3,2.6,7,3,2.821,0.515,74.41
4,2,2,4,4,4,2,4,2,2,1,1,1,1,1,0.5342377208954266,5,3.0,10,5,0.817,0.815,91.49
4,2,2,5,3,5,2,2,2,2,0,0,1,1,1,0.6526302762726321,3,2.9,10,3,2.476,0.219,84.99
4,3,5,5,2,1,5,4,1,2,0,1,1,1,1,0.3644207427854905,4,3.2,8,4,2.974,0.264,90.0
1,1,2,2,0,3,3,1,2,2,1,0,1,0,1,0.6195549979313532,3,1.7,6,3,1.49,1.891,63.42
2,4,5,2,2,5,4,1,2,1,0,1,0,1,1,0.8057412628013751,3,2.8,8,3,0.782,0.61,97.11
1,2,2,1,2,5,3,3,1,1,1,0,1,1,1,0.40053029094647274,4,2.1,6,4,0.236,0.312,78.68
5,2,2,3,4,4,3,1,1,1,1,0,1,1,1,0.5911233900624282,4,2.6,7,4,0.243,1.654,90.89
3,3,5,5,4,5,3,4,2,2,1,1,1,1,1,0.42155748960674555,5,3.6,10,5,0.551,1.394,100.0
0,3,4,1,1,2,5,1,2,1,1,0,1,1,0,0.3519528373558556,3,2.0,5,3,0.564,0.001,71.46
5,2,2,4,2,4,3,3,1,1,1,1,1,0,1,0.5841656953537038,4,2.7,8,4,2.547,1.87,80.64
2,2,2,2,2,3,2,5,2,1,1,0,0,1,1,0.5810172136425369,3,2.3,9,3,0.727,1.455,63.16
4,2,2,5,4,3,4,3,2,1,1,1,1,1,1,0.4612523518426698,5,3.0,9,5,1.19,1.324,86.69
5,4,3,5,3,2,2,1,2,2,1,1,1,0,1,0.585611562510578,4,2.9,9,4,0.675,1.977,97.31
5,1,2,5,2,4,2,5,2,2,1,0,1,1,1,0.4454023223112238,4,3.0,9,4,2.952,1.669,76.86
5,1,2,5,2,4,5,2,2,1,0,1,1,1,1,0.685986963110382,4,2.9,8,4,2.745,0.647,76.07
2,5,5,2,2,2,2,4,2,2,1,1,1,1,1,0.44486910732019447,5,2.8,10,5,1.857,1.617,81.91
5,2,1,5,4,5,2,2,2,2,1,0,1,0,1,0.9645412316501729,3,3.0,9,3,1.725,0.874,95.27
1,4,4,2,1,4,4,4,2,2,1,1,1,1,1,0.4888206751869766,5,2.8,8,5,2.923,0.176,94.48
1,5,3,1,2,2,3,3,1,2,0,0,1,1,1,0.5156053051126267,3,2.3,7,3,1.463,0.876,69.92
2,4,5,2,2,4,2,3,2,2,1,1,1,1,1,0.9256423295068268,5,2.8,10,5,1.778,1.563,97.26
3,1,0,5,2,2,4,4,2,2,1,1,0,1,1,0.4281816019065616,4,2.5,8,4,2.348,0.0,75.75
5,2,2,5,3,4,4,1,1,2,1,1,1,1,1,0.9782247192335187,5,2.9,8,5,0.803,0.781,100.0
5,1,2,3,2,2,5,5,2,2,0,1,0,1,1,0.43789218302959415,3,2.9,9,3,1.523,1.459,77.18
2,3,5,2,2,4,2,4,2,2,1,1,0,0,1,0.3695093968412787,3,2.8,10,3,1.025,1.158,78.6
1,2,2,2,2,2,1,5,2,2,1,0,1,1,1,0.9937288805438009,4,2.1,8,4,0.079,1.025,75.46
5,5,4,5,4,2,2,1,2,2,1,1,1,1,1,0.7723895611510527,5,3.2,9,5,0.639,1.264,100.0
3,4,5,4,4,4,2,2,2,2,1,1,1,1,1,0.8999812516969685,5,3.2,10,5,1.33,1.216,100.0
4,5,3,4,4,1,1,2,2,1,1,0,1,0,1,0.4853938607241532,3,2.7,7,3,0.25,1.177,79.85
2,5,4,2,2,4,4,4,2,2,1,1,1,1,1,0.4837338993544981,5,3.1,10,5,0.718,0.014,100.0
5,4,4,5,4,3,1,3,2,2,1,0,1,1,1,0.4687725589279174,6,3.3,9,4,2.805,1.96,84.11
4,2,2,4,4,5,2,4,2,2,1,0,1,1,1,0.6468135989597563,6,3.1,10,4,2.622,0.32,86.67
3,5,5,5,2,2,2,5,1,2,1,1,0,1,1,0.6198088486895168,4,3.2,9,4,1.995,0.726,91.15
1,5,3,1,2,2,5,2,1,2,1,1,0,1,0,0.6277271058411937,3,2.4,7,3,0.12,1.586,78.86
4,5,3,3,3,2,4,4,1,1,1,1,1,0,1,0.7518973747047623,4,3.0,8,4,0.513,1.496,100.0
5,4,3,5,3,4,4,2,2,2,0,1,0,1,0,0.6046028207628859,6,3.4,10,2,2.535,0.823,96.98
2,2,2,2,2,5,4,2,2,0,0,1,0,1,1,0.9119706829812904,3,2.3,9,3,2.764,1.853,75.12
3,2,2,4,3,2,5,2,2,2,1,1,0,1,0,0.740368908111201,3,2.7,10,3,0.234,1.145,100.0
5,5,4,4,2,1,4,2,2,2,1,1,1,1,0,0.9446612010771287,6,3.1,9,4,1.774,1.917,100.0
2,5,5,1,1,3,5,2,2,2,1,1,1,1,1,0.8820307411773662,5,2.8,8,5,2.81,0.031,100.0
2,3,5,2,2,3,2,5,2,2,1,1,1,1,0,0.6825141632546722,4,2.8,10,4,2.438,1.727,89.25
2,5,3,2,2,4,2,5,2,2,1,0,1,1,1,0.9475970974525194,6,2.9,10,4,1.558,0.979,92.56
5,5,5,4,2,2,2,4,2,2,1,0,1,1,1,0.3966816363591736,4,3.3,10,4,1.497,0.248,100.0
2,2,1,2,2,4,5,5,2,2,1,1,1,1,1,0.9694022591352676,6,2.7,9,5,0.1,0.35,97.14
2,5,5,1,2,4,3,2,1,2,1,1,0,1,0,0.44109605356159354,3,2.7,8,3,1.02,1.192,86.1
5,5,4,3,2,4,2,5,2,2,0,0,1,1,1,0.4319339956605299,6,3.4,10,3,0.72,1.644,94.57
